ZTF Name,First Color
ZTF18aaaibml,-0.10437901105551717
ZTF18aaqkdwu,-0.07305485587738758
ZTF18aawgrxz,0.18307997309361923
ZTF18aawpwlf,0.23981132067936883
ZTF18aawyjjq,-0.38544729450538995
ZTF18abceakp,0.17804927792212055
ZTF18abcezmh,0.025892422044734076
ZTF18abckutn,-0.32648398414913515
ZTF18abdbysy,0.6501966896437423
ZTF18abesqnb,0.09891707998673738
ZTF18abffyqp,0.3272604275724902
ZTF18abfzfcv,0.140428256543494
ZTF18abgrbjb,0.4215300103231101
ZTF18abimhfu,-0.02459483449876032
ZTF18abltfho,0.1767006841159855
ZTF18abokyfk,-0.05805553593042845
ZTF18abvvmdf,-0.10635831035625998
ZTF18abzrgim,-0.4237821842817304
ZTF18acbuemc,0.42352151308698893
ZTF18acbwasc,-0.31338782897100614
ZTF18acbwaxk,-0.30357711242088214
ZTF18acebssa,0.5437772241093519
ZTF18acefuhk,0.1598083634366141
ZTF18achtnvk,0.3846197523148014
ZTF18acnnevs,-0.5937520696636334
ZTF18acqwdla,-0.0058511076255314265
ZTF18acrtvmm,1.0149170847820876
ZTF18acuqskr,-0.38038548691301344
ZTF18acvgjqv,-0.01788098414913719
ZTF18acvwdkk,0.15628692480861162
ZTF18adazblo,-0.17899055657664675
ZTF18adbacau,-0.03301278621374948
ZTF18adbclkd,0.2858510903098477
ZTF18adbmrug,0.0832257405268777
ZTF19aadnxog,-0.5990223958707546
ZTF19aaejtof,-0.050537931068774355
ZTF19aafljiq,0.01846301585086607
ZTF19aakiyed,0.11543225654349598
ZTF19aakjcxs,0.4508209406594794
ZTF19aaknate,0.7768062296371134
ZTF19aalsnbp,0.07475321378624855
ZTF19aamggmk,-0.18639365794200913
ZTF19aanfnvl,-0.31749581864789533
ZTF19aanhhal,-0.1301664813852561
ZTF19aaniore,-0.3139587062270124
ZTF19aanlekq,1.232823711022366
ZTF19aanpcep,-0.5239053958707558
ZTF19aanrrqu,0.08475540066610776
ZTF19aaozsuh,0.15741967858823003
ZTF19aapafit,0.29815925654349584
ZTF19aaqxosb,-0.3459324869130107
ZTF19aathllr,-0.21246871175477722
ZTF19aaugaam,0.11850077515823898
ZTF19aauishy,0.31093021378624996
ZTF19aauqwna,-0.4191909966694638
ZTF19aauxxgk,-0.3669820173156815
ZTF19aavhblr,0.2733711599734825
ZTF19aavjlkx,0.019243159973481028
ZTF19aawfkeg,0.34084079027669745
ZTF19aawgxdn,-0.040791764835130806
ZTF19aazudta,-0.38787200626016727
ZTF19aazwnwy,-0.02156305934051872
ZTF19abacxod,-0.3258338131201377
ZTF19abajxet,0.26555873240099004
ZTF19abbthwy,0.06390418687986354
ZTF19abcejsg,-0.009797770362887093
ZTF19abcneik,0.15984103722949072
ZTF19abdkgwo,0.45182911168847184
ZTF19abegizf,0.8869673792874799
ZTF19abfloxk,0.1875813612393955
ZTF19abgfuhh,0.013929063403463005
ZTF19abgmkef,-0.31148865314665386
ZTF19abgncfz,-0.06844841724938178
ZTF19abgndlf,-0.29631116070588703
ZTF19abgpgyp,-0.0791065510488842
ZTF19abhduuo,-0.5274627917415131
ZTF19abiahko,0.2123281633040186
ZTF19abiqfxi,-0.07548455104888419
ZTF19abiszoe,0.41235585514497686
ZTF19abiszzn,0.324264662737356
ZTF19abjioie,0.11935189790222722
ZTF19abjpntj,0.1074978923744716
ZTF19abkfqqp,-0.21413060486165136
ZTF19ablfdwt,-0.06802990416239396
ZTF19abpidqn,-0.49717911941344894
ZTF19abpvbzf,0.06535674825185822
ZTF19abpyqog,-0.3731671352643211
ZTF19abqgtqo,-0.297796771095296
ZTF19abqhobb,-0.23927674898426687
ZTF19abqmsnk,0.12044889790222868
ZTF19abqrhvt,-0.683666925541015
ZTF19abqrhvy,-0.18662001658327654
ZTF19abrlvij,0.1977405130869876
ZTF19abueupg,-0.039657840026521285
ZTF19abwamby,-0.01750446553438678
ZTF19abxekxi,-0.2136624924407755
ZTF19abxjrge,0.023876495771308015
ZTF19abxtcio,0.07230850203147199
ZTF19abxvtmn,-0.17615385587738785
ZTF19acapech,0.0932152384954037
ZTF19acbmxky,0.32041918135210423
ZTF19acbwouf,0.08348805308035523
ZTF19accbeju,-0.09006356283681072
ZTF19acchaza,0.12221669370668309
ZTF19accjfgv,0.18149449170836007
ZTF19acctwpz,-0.10953561038940762
ZTF19achjqbk,0.30147312274398885
ZTF19acignlo,0.017645432367842773
ZTF19aclobbu,0.147619506094415
ZTF19acrcxri,0.04579981238773101
ZTF19acryurj,-0.11359112900415624
ZTF19acwrrvg,1.4929848013322164
ZTF19acxgwvo,1.6367786841159848
ZTF19acxowrr,0.9234233365302309
ZTF19acxxwrs,0.1944888875791193
ZTF19acyldun,-0.5354964725269582
ZTF19aczlldp,0.5271881813521055
ZTF19adalarj,-0.1727754835824733
ZTF19adccrca,-0.3494597862137532
ZTF19adcfsoc,0.4566467751582408
ZTF20aaaddgy,-0.09208592700583296
ZTF20aabconi,1.2208699675658607
ZTF20aabqiav,0.44475452893785317
ZTF20aadchdd,0.27175166826512154
ZTF20aadyyvk,-0.3012250055277583
ZTF20aaeoqqd,-0.09781557795526652
ZTF20aaetrle,-0.6022250243082539
ZTF20aafckit,-0.6432783372626432
ZTF20aagjpmt,0.41190803170173496
ZTF20aahbamv,-0.11906062071252066
ZTF20aahgejq,0.37545397309362016
ZTF20aahqbsr,0.21798272687323106
ZTF20aahqbun,0.4258732565434933
ZTF20aaifzfk,0.10202279100910516
ZTF20aamazzl,0.17250814965037264
ZTF20aamoaim,0.006272015850868229
ZTF20aamxuwl,-0.03974003796189862
ZTF20aaophpu,0.6200124648019809
ZTF20aapchqy,0.12623311721623054
ZTF20aarbktd,-0.37525682970341023
ZTF20aatqesi,0.20226914412261365
ZTF20aatqidk,0.35801703170173127
ZTF20aattztb,0.00477266273735566
ZTF20aatzhhl,0.7440969675658593
ZTF20aaurgib,-0.11636052967026345
ZTF20aaurjbj,0.26473590895774635
ZTF20aauvjws,0.5574368606727376
ZTF20aavdcxo,0.06779138408283458
ZTF20aavhixe,-0.5997787703628852
ZTF20aavptjf,0.13676917102899466
ZTF20aavvaup,0.0454656041292445
ZTF20aawgrcu,-0.3496264574084975
ZTF20aawjbsf,0.10890679100910461
ZTF20aaxhzhc,0.08865856137199657
ZTF20aaxunbm,-0.22469417655675628
ZTF20aaynrrh,-0.19088389863463462
ZTF20aazswwk,0.18788388205136286
ZTF20aazycgy,0.1821236255078702
ZTF20abbpkpa,-0.06556378694616072
ZTF20abcgkom,-0.20521011315328153
ZTF20abekbzp,0.028317769630479717
ZTF20abekcdt,-0.009222497968526255
ZTF20abgoocl,0.235227699966849
ZTF20abjaapj,0.09400963509856908
ZTF20abliiex,-0.21720386766530808
ZTF20ablygyy,0.051376384815242204
ZTF20abpmqnr,0.0329052296371124
ZTF20abqgbum,-0.5290736151847568
ZTF20abqkaoc,-0.451452925541016
ZTF20abrnvnn,0.327747967565859
ZTF20abuqali,-0.06885766420217365
ZTF20abwdaeo,-0.3874371669660519
ZTF20abwzqzo,0.17988474825185818
ZTF20abxmwwd,-0.6148306745252832
ZTF20abyylgi,-0.1464796959039063
ZTF20abyzomt,-0.17540255657664616
ZTF20abyzoof,-0.29631127385917466
ZTF20abzgegm,-0.23119122703898043
ZTF20acbekkx,-0.400695123476396
ZTF20accdijx,-0.057310909690151846
ZTF20accmutv,-0.18013773313339954
ZTF20accrldu,0.22756767306046655
ZTF20acfkzcg,0.12650267306046814
ZTF20acgnelh,-0.3247540482850084
ZTF20achbejn,0.08614650755922781
ZTF20achncvv,-0.39074096350291754
ZTF20achnfaa,-0.2877946000663023
ZTF20achvdtx,0.08205746959733418
ZTF20acigusw,0.14037968891133445
ZTF20acitoie,-0.1556053158840136
ZTF20aciubfx,-0.25172933726264546
ZTF20aciubjh,-0.19421928897763507
ZTF20aciwrpn,0.0867627150853103
ZTF20acjbhhp,0.2312459192808518
ZTF20acklcyp,0.04835110616071603
ZTF20acknpig,0.08000529856833438
ZTF20aclkvjy,0.17754836343661395
ZTF20aclnqle,0.31046027792211817
ZTF20acmaaan,0.2950187371963402
ZTF20acocohy,-0.7871333372626417
ZTF20acorjop,-0.432798273126771
ZTF20acpbboa,-0.07820207519139188
ZTF20acpgokr,-0.10471597382602482
ZTF20acpkses,-0.09484568484839428
ZTF20acpqbfu,-0.30975157942008025
ZTF20acqgklx,-0.08670765940681946
ZTF20acqqdkl,0.38137040546145684
ZTF20acrzwvx,0.19174660339684024
ZTF20actawpa,0.6805249944722433
ZTF20actkmks,0.17231818135210375
ZTF20actkulc,0.8195444061938666
ZTF20actpavu,-0.2206587331333978
ZTF20actqnhg,0.26621519167521157
ZTF20acufmte,-0.2521148890439342
ZTF20acuhgar,0.6078445558442347
ZTF20acuhren,-0.6251278518144403
ZTF20acveadu,0.024794464801981775
ZTF20acvevsn,-0.11348820346313815
ZTF20acvjlev,-0.05897444968351806
ZTF20acwgxhk,-0.5537226848483918
ZTF20acwnqcy,0.0183029889444839
ZTF20acwobku,-0.049634422777135256
ZTF20acyqzeu,0.031659491708360576
ZTF20adadlqm,-0.5484618676653099
ZTF20adadlqv,-0.5689172594731211
ZTF20adaduxg,-0.447348755976833
ZTF21aaabwem,-0.31708092554101697
ZTF21aabjfbc,0.046642202730730276
ZTF21aadkhte,0.1771676041292416
ZTF21aaeoqxf,0.2704075930737311
ZTF21aafkktu,-0.16844923036951798
ZTF21aafkwtk,0.19183788757911913
ZTF21aagqbvp,0.10356888757911875
ZTF21aagtekf,0.15692058275061527
ZTF21aagtqna,-0.3589108614051426
ZTF21aahfjrr,-0.2292331551781288
ZTF21aaiaeri,0.3930221013653643
ZTF21aaiaqhh,0.32039688757911833
ZTF21aaipypa,0.08787705308035854
ZTF21aakvroo,0.916435315151606
ZTF21aamwvhr,0.2103994434233556
ZTF21aanhvpo,0.09401179653686498
ZTF21aanzcuj,0.36666193033636674
ZTF21aaoiaar,0.22863442684008461
ZTF21aaoqbbw,0.004689117216230443
ZTF21aapdulz,0.04642034059317979
ZTF21aapffqd,-0.013717952447400705
ZTF21aapjmgf,0.23141588205136543
ZTF21aapjphz,-0.17150363176803296
ZTF21aapliyn,0.06513355584423408
ZTF21aaqgmjt,0.1762627751582393
ZTF21aaqvsvw,0.09048870549461085
ZTF21aaqyuun,-0.019302182084508956
ZTF21aaradzm,-0.16633152967025921
ZTF21aarasky,-0.052044577955264515
ZTF21aarasvn,-0.24014295244740325
ZTF21aarcobt,-0.8915353221441826
ZTF21aasfseg,0.04008266273735828
ZTF21aatgisc,0.11099112201158334
ZTF21aatvqcl,-0.03376468484839279
ZTF21aaukcog,-0.8338020538127644
ZTF21aavhnpk,0.5567007688980752
ZTF21aavoqpl,0.2672802137862469
ZTF21aawgzda,-0.2752587172825294
ZTF21aaxxmvs,0.2929674061938634
ZTF21aaxxoei,0.39839797309361913
ZTF21aayfnjz,0.5138402137862492
ZTF21aazcgof,-0.1452838462866879
ZTF21aazqkeq,-0.16653866013923135
ZTF21aazybsh,0.046896256543494275
ZTF21abbomrf,0.08507421378624969
ZTF21abcmtev,0.046094186879862775
ZTF21abcmzvk,-0.3211022041955438
ZTF21abczimc,-0.06072708071915045
ZTF21abdmevk,0.08168884482187266
ZTF21abebgfr,0.14175961998011033
ZTF21abfiuqf,0.1529225772228635
ZTF21abfjlxb,-0.008198230369519166
ZTF21abghxht,-0.2481373118210719
ZTF21abgywux,-0.22974964761890249
ZTF21abhqqfa,-0.10782219314002717
ZTF21abhyqlv,-0.032756657942009326
ZTF21abiblpl,0.1742961758243453
ZTF21abidrcn,-0.45619111315328453
ZTF21abnlhxs,0.28068951088976846
ZTF21abnudtb,-0.2015028890439332
ZTF21abouuat,-0.37172912420880166
ZTF21abpmlxu,0.5031149461872353
ZTF21abptxfk,0.04572673240098979
ZTF21abpxquj,-0.08171071175477707
ZTF21abpxsck,-0.21376522484176164
ZTF21abqgrqd,0.059496341325587565
ZTF21abqmrtm,0.04083517582434837
ZTF21abqmrun,0.05624028824522398
ZTF21abqvzjy,-0.43969805600998413
ZTF21abrgbex,-0.006701353113509612
ZTF21abrluay,-0.12431579726926856
ZTF21abtcgoh,-0.3083462145186502
ZTF21abtxxdq,0.0844210895774431
ZTF21abtzlnh,0.041695844821870054
ZTF21abxmxut,0.19303291928085287
ZTF21abyahbi,-0.6781731551781292
ZTF21abyqrli,0.12815325101573194
ZTF21acafqtj,0.08735333100247544
ZTF21accgsbf,-0.1542667117547758
ZTF21acchbmn,0.1398258013322149
ZTF21accwcrh,-0.038432318081234484
ZTF21acdezwk,-0.26516562071251926
ZTF21acdoyqt,0.13960346886492658
ZTF21aceqmyz,-0.025228724275102365
ZTF21aceqrju,0.06911637928747894
ZTF21acgpjbx,-1.1917558827837702
ZTF21acgqhru,0.03358983929411252
ZTF21acgrrnl,0.030371431635433765
ZTF21achpuoa,-0.32104439733556944
ZTF21aciobmz,-0.1426260449544685
ZTF21acioxcf,-0.45425343936041074
ZTF21acjbcqw,-0.24409910209777053
ZTF21acjglei,0.16533010063295706
ZTF21acjxiqw,0.12703442204473703
ZTF18aakkrjm,0.04222890342998653
ZTF18acnncve,0.20928163583097614
ZTF19aailsge,0.6061815186147435
ZTF19aaoxvfe,0.2587701013653678
ZTF19abqxibq,-0.1543974013985192
ZTF19abztknu,-0.20216990562720838
ZTF19acbmojx,0.0623535930737269
ZTF19ackjjwf,0.28579694618724005
ZTF19adcfsad,0.12022224548797666
ZTF20aaertpj,0.46995019240762304
ZTF20aajcdad,0.10695797309361765
ZTF20aalrqbu,0.03269477515823738
ZTF20abaszgh,0.0902443634366179
ZTF20abhlncz,-0.4170641076255315
ZTF20abjpvce,0.05787118687986137
ZTF20abvquuo,-0.4689953608384876
ZTF20abyznqs,0.07036833579782709
ZTF20acpjqxp,0.16376045927422567
ZTF20acxqxyw,0.17141273240098798
ZTF21aalkltz,0.2804262993007427
ZTF21aamobbh,-0.17693369037614914
ZTF21aapdumx,0.11546242684008234
ZTF21aaqhhfu,0.14120435790886177
ZTF21aarnjyd,0.1253164426909521
ZTF21aauvmck,0.19403273240098784
ZTF21aawogdl,-0.3544594227771398
ZTF21aayqrgx,0.10019575377961587
ZTF21abcgnql,-0.3413394655343893
ZTF21abdxhgv,0.06690716550124165
ZTF21abuvury,-0.23154653519802082
ZTF21abvcuhk,-0.06404407519138999
ZTF21aceehxt,-0.12645253593042938
ZTF21achgfbk,0.4077412606064357
ZTF18abdkkwa,0.4058561385948565
ZTF18abecbks,-0.550969471062146
ZTF18abfzhct,-0.07542798414913321
ZTF18abukavn,0.01871553999336939
ZTF18acbvpzj,-0.11357138001988787
ZTF18achcpwu,0.4222214648019822
ZTF18acxgoki,-0.6635579262734268
ZTF18aczqzrj,-0.29799440139851896
ZTF18adaykvg,-0.04361486140514259
ZTF19aadnhdo,0.05700378548134921
ZTF19aafmyow,0.19565517102899221
ZTF19aamsetj,-0.6515936579420085
ZTF19aanfukh,-0.11785272760563714
ZTF19aatheus,-0.4222696317680317
ZTF19aawqcgy,0.33532391928085303
ZTF19aaxfcpq,0.05450525654349647
ZTF19aayejww,-0.06025024622038444
ZTF19abafmwj,0.3497386413587371
ZTF19abcegvm,0.1442675716950994
ZTF19ablesob,0.19051821858159812
ZTF19abupned,0.29288911168847065
ZTF20aaekkuv,0.49942846480198
ZTF20aafmdzj,2.2549866199801087
ZTF20aaiftgi,0.12191737928748125
ZTF20aalxlis,0.154271908957746
ZTF20aammtwx,-0.11453619314002594
ZTF20aamqmhj,0.2500242137862507
ZTF20aaurexl,0.0822344220447313
ZTF20aavcvrm,0.2683568820513642
ZTF20aavgcnu,0.1701798923744704
ZTF20abbplei,0.12898698341672699
ZTF20abefbpl,-0.04157598414913366
ZTF20abkiarz,-0.01627448211766236
ZTF20abrmmah,0.07184374825185813
ZTF20acfqngt,-0.2996164257067626
ZTF20aclnplo,0.2976269889444829
ZTF20actekrw,0.5479643468533446
ZTF20acvcxkz,-0.4284502152510612
ZTF20acwofhd,-0.08466892001326087
ZTF20acwpibi,-0.36263570069925777
ZTF20adadrhw,-0.7573912945053891
ZTF21aaaosoq,-0.8030821765567566
ZTF21aacufip,0.5631940372294899
ZTF21aahdqrg,0.07969768411598466
ZTF21aalkjbl,0.05650101032311028
ZTF21aannoix,-0.3139615779552649
ZTF21aaocrlm,-0.7459389310687747
ZTF21aapecxb,0.16451996756585885
ZTF21aartgiv,0.035605224109350075
ZTF21aaxtctv,0.37055438481524305
ZTF21aaxxihx,-0.02330516070588473
ZTF21abklcjq,-0.00872881312013618
ZTF21abmjgwf,-0.02710078141840455
ZTF21acbnfos,-0.1615242524805467
ZTF21acgxypn,-0.21965938001989116
ZTF21aciuhqw,-0.04843262071252141
