ZTF Name,First Mag,Galactic Latitude,SGSCORE,Color,Type
ZTF18aaznfkp,20.138836,-24.43011106,0.957922995,0.027394608688888895,CV
ZTF18aazrdpr,19.603645,9.675458843365984,0.707922995,0.027394608688888895,CV
ZTF18aazsdnv,14.459687,-6.465676473,0.984000027,0.027394608688888895,CV
ZTF18abaaewz,17.695904,38.2755932,0.968917012,0.027394608688888895,CV
ZTF18abaulyr,14.833215,39.06167647,0.983512,0.157260321,CV
ZTF18abbprmq,16.845648,25.94121966,0.805589,0.027394608688888895,CV
ZTF18abcccnr,14.645446,12.25747752,0.991625011,-0.111899654,CV
ZTF18abccqjx,13.96936,9.675458843365984,0.971333027,0.027394608688888895,CV
ZTF18abccqmd,19.253735,9.675458843365984,0.709315002,0.027394608688888895,CV
ZTF18abcqadc,20.6468,-3.884227871,0.981042027,0.027394608688888895,CV
ZTF18abcsatf,19.368307,56.83563942,0.976707995,0.027394608688888895,CV
ZTF18abcsuit,13.787209,-2.011929481,0.993332982,0.027394608688888895,CV
ZTF18abdhozj,15.77307,19.40860828,0.375993997,0.040537283,CV
ZTF18abdkpgs,16.26061,15.59765073,0.832666993,0.027394608688888895,CV
ZTF18abdlywu,19.955,-1.618354176,0.97437501,0.027394608688888895,CV
ZTF18abetddh,17.265625,30.3661335,0.985786021,0.170903379,CV
ZTF18abfmuvj,18.205093,9.675458843365984,0.761630777287293,0.027394608688888895,CV
ZTF18abfyzmf,17.1274,60.7038256,0.966333,0.413191732,CV
ZTF18abgopgb,17.225315,-20.05905108,0.995500028,0.027394608688888895,CV
ZTF18abgxyfz,16.03604,9.675458843365984,0.086744,0.027394608688888895,CV
ZTF18abhqaxd,20.192272,9.675458843365984,0.761630777287293,0.027394608688888895,CV
ZTF18abigrzf,13.3886,-5.840644752,0.992958009,0.027394608688888895,CV
ZTF18abiyatb,17.904293,9.675458843365984,0.387423009,0.027394608688888895,CV
ZTF18abjhdua,20.089378,-3.67894874,0.903559983,0.027394608688888895,CV
ZTF18abjrdzt,18.598274,9.675458843365984,0.761630777287293,0.027394608688888895,CV
ZTF18abjsdwi,18.0375,9.675458843365984,0.761630777287293,-0.020129509,CV
ZTF18abjsjyx,18.0401,9.675458843365984,0.761630777287293,-0.331532951,CV
ZTF18abjsrdz,17.293,9.675458843365984,0.304374993,-0.115281788,CV
ZTF18abjsybd,17.4402,9.675458843365984,0.761630777287293,-0.153618804,CV
ZTF18abjzaic,17.679176,9.675458843365984,0.761630777287293,0.292889112,CV
ZTF18abjzbhm,20.8713,43.96816207,0.994583011,0.027394608688888895,CV
ZTF18abkijlr,18.760275,9.675458843365984,0.358042002,0.027394608688888895,CV
ZTF18ablfqxm,20.0139,9.675458843365984,0.761630777287293,0.027394608688888895,CV
ZTF18ablgqyq,16.116749,9.675458843365984,0.546124995,0.027394608688888895,CV
ZTF18ablovbj,19.76475,9.675458843365984,0.513499975,0.027394608688888895,CV
ZTF18ablpmiy,18.017681,-8.506089821,0.167887002,0.027394608688888895,CV
ZTF18ablrlog,17.672117,17.72088686,0.44333,0.027394608688888895,CV
ZTF18ablvazp,17.599928,9.675458843365984,0.201529995,0.139269833,CV
ZTF18ablvxkh,16.56948,7.435552942,0.114292,0.027394608688888895,CV
ZTF18ablwhde,18.269337,9.86586431,0.761630777287293,0.027394608688888895,CV
ZTF18ablwrch,18.681599,9.675458843365984,0.761630777287293,-0.463166988,CV
ZTF18abmdoni,18.21261,-31.39552675,0.636035979,0.027394608688888895,CV
ZTF18abmeehs,18.547718,7.816477729,0.567798018,0.027394608688888895,CV
ZTF18abmqrwk,16.098106,24.62191374,0.911583,0.027394608688888895,CV
ZTF18abmszln,16.486565,-3.163644003,0.929292023,0.027394608688888895,CV
ZTF18abmxatl,16.295807,9.207427669,0.999167,0.027394608688888895,CV
ZTF18abmxaxt,17.2491,15.0483171,0.656961024,0.027394608688888895,CV
ZTF18abnbxsy,17.79383,-17.42056507,0.600726008,0.027394608688888895,CV
ZTF18abnoonq,20.2626,-10.28317019,0.408312,0.027394608688888895,CV
ZTF18abnuark,16.299042,-10.32522413,0.842333019,0.027394608688888895,CV
ZTF18abnuzzt,19.554514,-12.9922481,0.14431,-0.103021455,CV
ZTF18abnyktn,16.135878,-30.03026558,0.971435,0.027394608688888895,CV
ZTF18abobptn,18.024456,-6.624458577,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,-6.624458577,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,4.90889439,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,4.90889439,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,-6.624458577,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,-6.624458577,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,4.90889439,1.0,0.027394608688888895,CV
ZTF18abobptn,18.024456,4.90889439,1.0,0.027394608688888895,CV
ZTF18abobvym,17.93897,7.154742248,0.502887011,-0.041074334,CV
ZTF18abojrnv,17.740091,36.40365998,0.974270999,0.027394608688888895,CV
ZTF18abokhip,19.377018,15.62326839,0.217875004,0.027394608688888895,CV
ZTF18abpmwfx,17.185385,7.453244302,0.185345,0.027394608688888895,CV
ZTF18abpmwlt,18.98012,10.31475111,0.678083003,0.027394608688888895,CV
ZTF18abpoynt,19.1388,11.02586557,0.761630777287293,0.027394608688888895,CV
ZTF18abptzkg,18.690813,-12.65098004,0.949895978,0.027394608688888895,CV
ZTF18abqcsdq,18.026554,-8.898811105,0.761630777287293,0.027394608688888895,CV
ZTF18abqdtes,16.543484,-20.97694835,0.665082991,0.027394608688888895,CV
ZTF18abrqfjs,18.831524,-12.02519994,0.144125,0.027394608688888895,CV
ZTF18abrwwzs,18.673882,-30.46399817,0.430048,0.027394608688888895,CV
ZTF18abrxrms,18.09533,-7.660050456,0.761630777287293,0.027394608688888895,CV
ZTF18absanfq,17.871616,18.32384517,0.761630777287293,0.027394608688888895,CV
ZTF18abscxct,13.355699,17.49277668,0.976917028,2.11781049,CV
ZTF18absjiej,18.734226,9.403101235,0.761630777287293,0.027394608688888895,CV
ZTF18absmoql,17.852283,16.45375523,0.761630777287293,0.027394608688888895,CV
ZTF18absnibc,19.479813,20.78085051,0.967381,-0.092746697,CV
ZTF18absrffm,18.015259,-9.946809295,0.761630777287293,-0.522454446,CV
ZTF18abtffxi,18.576,9.675458843365984,0.964429,0.463754325,CV
ZTF18abtizrj,17.974005,-7.816338072,0.751749992,0.027394608688888895,CV
ZTF18abtmzoi,15.785453,-35.31795646,0.994207978,-0.307991213,CV
ZTF18abucoyd,16.55403,14.41331061,0.841732,0.027394608688888895,CV
ZTF18abvoyen,16.815119,-19.38385223,0.914375,0.027394608688888895,CV
ZTF18abwsres,14.184627,3.371622415,0.970632017,0.027394608688888895,CV
ZTF18abxdquf,18.655024,-9.350158402,0.0388155,0.027394608688888895,CV
ZTF18abygcwk,19.018984,9.264427095,0.761630777287293,0.027394608688888895,CV
ZTF18abzpxiu,17.59828,-10.1320085,0.761630777287293,0.027394608688888895,CV
ZTF18abzsdju,18.053642,-7.008299995,0.761630777287293,0.027394608688888895,CV
ZTF18abztcib,15.518782,-20.68286239,0.363196,0.027394608688888895,CV
ZTF18acgplgw,16.02007,-19.50098007,1.0,0.027394608688888895,CV
ZTF18actabws,18.077394,-9.405955341,0.616958,0.027394608688888895,CV
ZTF18acxgwpj,17.628557,-18.59093186,0.103744,0.027394608688888895,CV
ZTF18adbafkf,18.395329,19.94680304,0.781199,0.027394608688888895,CV
ZTF18adbahiw,18.764338,49.11940592,0.987411022,0.027394608688888895,CV
ZTF19aaaheft,16.12349,-8.864974516,0.148839,0.027394608688888895,CV
ZTF19aaaojkv,17.049446,27.61533057,0.734506,-0.151761434,CV
ZTF19aaqhcmn,13.416063,58.55316265,0.983542,-0.093728578,CV
ZTF19aawpgwv,18.140276,7.744759458,0.996667,0.027394608688888895,CV
ZTF19abcoosk,15.546241,-7.571630036,0.761630777287293,0.027394608688888895,CV
ZTF19abcptta,18.426895,-12.55180355,0.994167,0.027394608688888895,CV
ZTF19abgcnqu,18.591463,-18.08288682,0.761630777287293,0.364196661,CV
ZTF19abrhdui,18.059004,-9.167172098,0.347417,0.027394608688888895,CV
ZTF19aceviuo,18.814798,40.51294302,0.761630777287293,-0.918258549,CV
ZTF20aaurhdm,15.01371,20.89423743,0.41892,0.027394608688888895,CV
ZTF20abzgddp,17.500448,-22.52767067,0.761630777287293,0.06772687,CV
ZTF20acinuir,16.671013,20.38983389,0.975643,0.092438453,CV
ZTF20acypdlh,17.974249,18.00688667,0.00833333,0.027394608688888895,CV
ZTF20aczkvvy,18.289194,15.33737406,0.761630777287293,0.027394608688888895,CV
ZTF21aaarmhs,16.895124,-16.07008749,0.0649583,0.027394608688888895,CV
ZTF21aaedpyk,16.721504,44.41102433,0.761630777287293,-0.12132825,CV
ZTF21aagogqj,19.026188,17.83973972,0.761630777287293,0.504630753,CV
ZTF21aanehlz,18.349257,33.48372118,0.499083,0.027394608688888895,CV
ZTF21aapogvm,15.748931,-13.85884126,0.761630777287293,0.027394608688888895,CV
ZTF21abgjdtt,16.633007,-12.13008284,0.000833333,0.027394608688888895,CV
ZTF21abixkyz,15.212911,-61.46835621,0.761630777287293,-0.275408387,CV
ZTF21abiytsg,17.807308,19.51319711,0.981886983,0.375927215,CV
ZTF21ablazyz,14.538979,27.9537655,0.742103994,0.027394608688888895,CV
ZTF21abmemav,15.038146,-13.3024624,0.761630777287293,0.027394608688888895,CV
ZTF21abntqyx,14.490636,11.77247793,0.541190982,0.027394608688888895,CV
ZTF21aboyiaf,16.501026,-10.51650645,0.929443002,0.027394608688888895,CV
ZTF21abpjmwx,17.559128,19.10355129,0.934374988,0.027394608688888895,CV
ZTF21abrthyb,18.33432,-11.67094904,0.69443202,0.027394608688888895,CV
ZTF21abtnruv,18.058136,21.84896922,0.761630777287293,0.027394608688888895,CV
ZTF21abujmgh,17.538492,11.33598286,0.00125,0.027394608688888895,CV
ZTF21abuytrt,18.226625,9.598512178,0.505761981,-0.220191675,CV
ZTF21abwgnjk,17.036915,7.754453838,0.761630777287293,0.027394608688888895,CV
ZTF21abwqrra,16.179623,-16.39353393,0.784667015,0.027394608688888895,CV
ZTF21abwrujq,17.693033,-23.53169848,0.475594997,-0.616860252,CV
ZTF21abyaksg,15.153673,10.80107933,0.42049399,0.027080477,CV
ZTF21abytufi,18.128323,-36.87060663,0.338339001,0.027394608688888895,CV
ZTF21acahuzg,18.832195,-28.99319361,0.63063103,0.034741438,CV
ZTF21acahxze,16.54632,-16.79506535,0.01675,0.189845068,CV
ZTF21acasmne,18.713223,-10.49712142,0.761630777287293,0.027394608688888895,CV
ZTF21acasoti,18.410526,15.07639695,0.808539987,0.027394608688888895,CV
ZTF21acbfpwj,17.209469,11.84070744,0.761630777287293,0.027394608688888895,CV
ZTF18aabxlsv,20.329573,51.99715069,0.413776994,0.02076872657017545,SN
ZTF18aagrdcs,17.9562,64.77910914,0.650207996,0.30544293,SN
ZTF18aahhzqn,20.6467,76.79007306,0.15939695755089814,0.02076872657017545,SN
ZTF18aahpbwz,18.97339,43.15404383,0.15939695755089814,0.02076872657017545,SN
ZTF18aahuujv,19.93421,81.53505383,0.0347917,0.02076872657017545,SN
ZTF18aaisybp,17.977339,67.7346763,0.0233333,0.070576775,SN
ZTF18aaisyyp,19.1741,51.36146935,0.115679003,0.164113583,SN
ZTF18aakkrjm,20.201906,81.07762004,0.0207917,0.042228903,SN
ZTF18aaqjovh,19.20723,76.78080407,0.055333301,0.02076872657017545,SN
ZTF18aarlpzd,17.828037,55.40393659,0.418452,0.02076872657017545,SN
ZTF18aaxiuyp,19.075613,47.92021466,0.153274,0.02076872657017545,SN
ZTF18aaygwqd,20.0481,34.60031553,0.0175,0.02076872657017545,SN
ZTF18aazhklh,19.845304,64.49061989,0.15939695755089814,0.02076872657017545,SN
ZTF18abbovuc,20.063093,82.64188237,0.15939695755089814,0.347801797,SN
ZTF18abdffeo,18.306223,70.69369919,0.15939695755089814,0.02076872657017545,SN
ZTF18abdkkwa,19.208801,30.61050462,0.270982,0.405856139,SN
ZTF18abeamgv,19.361956,37.47083055,0.210881,0.02076872657017545,SN
ZTF18abecbks,18.773718,36.08030821,0.15939695755089814,-0.550969471,SN
ZTF18abeyqpr,20.186064,31.3696307,0.0804583,0.02076872657017545,SN
ZTF18abfcmjw,20.5194,38.26620556,0.15939695755089814,0.02076872657017545,SN
ZTF18abfzhct,18.722778,37.60213621,0.323863,-0.075427984,SN
ZTF18abhhnnv,19.23338,13.36187158,0.15939695755089814,0.02076872657017545,SN
ZTF18abjrbza,15.5347,45.55307912,0.838732004,0.02076872657017545,SN
ZTF18abjyjdz,19.290142,52.36680672,0.15939695755089814,0.02076872657017545,SN
ZTF18abkjnqy,18.929508,-32.43930204,0.15939695755089814,0.02076872657017545,SN
ZTF18abklarx,19.449984,-75.04585035,0.15939695755089814,0.02076872657017545,SN
ZTF18abktmfz,19.019403,-52.98192879,0.663512,-0.214797108,SN
ZTF18aboabxv,19.8532,-63.27335766,0.15939695755089814,0.02076872657017545,SN
ZTF18abqbuaj,18.297235,40.85968408,0.0243333,0.02076872657017545,SN
ZTF18abrfchj,17.000134,19.75825322,0.458583,0.02076872657017545,SN
ZTF18absliyc,19.514055,-46.00102287,0.0,-0.048504792,SN
ZTF18abukavn,16.306244,-45.00668387,0.0135,0.01871554,SN
ZTF18abvfjwt,19.3456,50.2430327,0.0753869,0.026799731,SN
ZTF18abvkmgw,20.946,25.90857313,0.15939695755089814,0.02076872657017545,SN
ZTF18acaimrb,18.891035,31.13681047,0.15939695755089814,0.02076872657017545,SN
ZTF18acbvahw,18.94498,76.40450202,0.15469,-0.059174888,SN
ZTF18acbvpzj,18.938004,16.78846624,0.15939695755089814,-0.11357138,SN
ZTF18acbwxcc,16.883362,36.84163828,0.0314583,0.735821892,SN
ZTF18accaqrr,18.579895,-21.91563751,0.15939695755089814,0.02076872657017545,SN
ZTF18acceaem,18.5435,72.8243455,0.15939695755089814,0.02076872657017545,SN
ZTF18aceqrrs,20.1187,41.33169607,0.00208333,0.02076872657017545,SN
ZTF18achcpwu,19.99156,43.90687155,0.0979167,0.422221465,SN
ZTF18acisruf,19.11949,61.16901864,0.15939695755089814,0.544319352,SN
ZTF18acnncve,19.315601,76.13707498,0.0,0.209281636,SN
ZTF18acqphpd,18.391983,61.09009108,0.00166667,0.02076872657017545,SN
ZTF18acrheel,17.421621,34.40392376,0.15939695755089814,0.02076872657017545,SN
ZTF18acsjrbc,19.140724,47.40876772,0.000833333,0.02076872657017545,SN
ZTF18acxgoki,19.262356,59.48132583,0.15939695755089814,-0.663557926,SN
ZTF18aczcumi,19.327276,40.15314345,0.15939695755089814,0.02076872657017545,SN
ZTF18aczqzrj,19.079231,42.6365501,0.15939695755089814,0.02076872657017545,SN
ZTF18adasisj,19.661488,53.61032875,0.15939695755089814,0.02076872657017545,SN
ZTF18adaykvg,18.137817,70.86703216,0.15939695755089814,-0.043614861,SN
ZTF19aadnhdo,20.3145,81.76974561,0.15939695755089814,0.02076872657017545,SN
ZTF19aadnxbh,17.316925,65.15056887,0.15939695755089814,0.02076872657017545,SN
ZTF19aadttht,16.689812,48.19508554,0.15939695755089814,0.02076872657017545,SN
ZTF19aadwtoe,18.03047,50.11499454,0.15939695755089814,0.203027074,SN
ZTF19aafmyow,19.539595,76.90464531,0.0,0.195655171,SN
ZTF19aailcgs,18.855555,8.333556197,0.138054,0.02076872657017545,SN
ZTF19aailsge,20.6134,18.73220742,0.171554,0.606181519,SN
ZTF19aakirwj,19.060226,27.43982535,0.0578333,0.02076872657017545,SN
ZTF19aakpcuw,18.299973,76.6553454,0.0882143,0.02076872657017545,SN
ZTF19aalahqa,18.865053,43.66299696,0.0532917,0.382167999,SN
ZTF19aalfsqm,19.161577,28.602094,0.15939695755089814,0.02076872657017545,SN
ZTF19aalouag,19.751963,-34.87771311,0.15939695755089814,0.02076872657017545,SN
ZTF19aamfupk,19.934387,48.58657643,0.15939695755089814,0.02076872657017545,SN
ZTF19aamgghn,19.004805,52.06196851,0.15939695755089814,0.02076872657017545,SN
ZTF19aamsetj,19.3067,53.754399,0.0755833,-0.651593658,SN
ZTF19aanfukh,19.6725,-62.61799586,0.0430417,-0.117852728,SN
ZTF19aanijpu,19.879,31.21941793,0.15939695755089814,0.02076872657017545,SN
ZTF19aaoxvfe,19.756065,-36.29726521,0.01,0.258770101,SN
ZTF19aapceyj,19.6436,31.8481111,0.15939695755089814,0.02076872657017545,SN
ZTF19aapfmki,17.800669,-55.01021367,0.424399,0.02076872657017545,SN
ZTF19aapwnmb,18.862022,-22.76101777,0.15939695755089814,0.02076872657017545,SN
ZTF19aarfyvc,19.882193,28.29219799,0.15939695755089814,0.02076872657017545,SN
ZTF19aarnqys,19.3966,-46.59625245,0.15939695755089814,0.02076872657017545,SN
ZTF19aatesgp,17.477524,34.98658333,0.15939695755089814,0.02076872657017545,SN
ZTF19aatfqzb,20.6305,62.92491399,0.986979,-0.484702791,SN
ZTF19aatheus,16.889538,-39.10334426,0.15939695755089814,-0.422269632,SN
ZTF19aatmkll,18.790096,14.8862681,0.0784881,0.434532914,SN
ZTF19aavgukt,18.624128,22.26036538,0.15939695755089814,0.02076872657017545,SN
ZTF19aavkvpw,18.771217,-70.14485358,0.003125,0.017071272,SN
ZTF19aavoweu,19.993643,41.83036114,0.133875,0.02076872657017545,SN
ZTF19aawqcgy,19.257368,-41.85451371,0.15939695755089814,0.335323919,SN
ZTF19aawsday,18.857782,-66.44416413,0.639268,0.02076872657017545,SN
ZTF19aaxdzqt,17.791529,-78.3273213,0.15939695755089814,0.24830431,SN
ZTF19aaxfcpq,19.403538,10.32580318,0.013875,0.054505257,SN
ZTF19aaxzdtw,19.6878,17.0990537,0.00708333,0.02076872657017545,SN
ZTF19aayejww,18.83131,-35.88578326,0.00495833,-0.060250246,SN
ZTF19aazdsgo,19.12303,17.30123299,0.145024,0.02076872657017545,SN
ZTF19abafmwj,19.671223,-29.00361561,0.15939695755089814,0.349738641,SN
ZTF19abamqxo,18.19223,-31.03898428,0.0145833,0.02076872657017545,SN
ZTF19abauylg,18.873611,46.52443765,0.00583333,0.02076872657017545,SN
ZTF19abcegvm,19.369373,26.73798836,0.00166667,0.144267572,SN
ZTF19abcyqqg,19.677116,35.2969492,0.15939695755089814,0.02076872657017545,SN
ZTF19abdoior,20.009071,44.98241743,0.15939695755089814,0.02076872657017545,SN
ZTF19abfiqjg,20.0348,22.74570622,0.0025,0.02076872657017545,SN
ZTF19abfsxpw,19.149052,44.86674564,0.15939695755089814,0.02076872657017545,SN
ZTF19abgnbjr,18.613543,23.58316673,0.15939695755089814,0.02076872657017545,SN
ZTF19abhcefa,20.032787,-75.22047515,0.15939695755089814,0.02076872657017545,SN
ZTF19ablesob,19.483698,18.27564964,0.181229,0.190518219,SN
ZTF19abpangr,19.511543,77.02210291,0.0155833,-0.260870729,SN
ZTF19abqmsbk,19.382359,54.96910823,0.0132917,0.02076872657017545,SN
ZTF19abqqrgy,18.8219,-16.86201619,0.027125,0.02076872657017545,SN
ZTF19abqshry,20.7328,-24.61358739,0.245113,0.02076872657017545,SN
ZTF19abqwtfu,18.72414,74.73879876,0.15939695755089814,0.02076872657017545,SN
ZTF19abqxibq,18.932215,62.37102553,0.00208333,-0.154397401,SN
ZTF19abrirmk,19.35333,31.22054139,0.15939695755089814,0.02076872657017545,SN
ZTF19abtsnyy,20.250248,40.30837231,0.15939695755089814,0.02076872657017545,SN
ZTF19abucwzt,19.136667,76.9000665,0.15939695755089814,0.044160101,SN
ZTF19abupned,20.7415,68.28110748,0.000833333,0.292889112,SN
ZTF19abvdgqo,19.055067,55.86532051,0.245048,0.02076872657017545,SN
ZTF19abzqywg,19.175932,-44.53789382,0.15939695755089814,0.02076872657017545,SN
ZTF19abztknu,19.851355,22.77328122,0.000833333,-0.202169906,SN
ZTF19abzwaen,18.6686,51.06112202,0.15939695755089814,0.02076872657017545,SN
ZTF19acaqoef,18.08863,79.80349249,0.15939695755089814,0.02076872657017545,SN
ZTF19acbmojx,19.729576,78.40899733,0.148714,0.062353593,SN
ZTF19acdabep,20.4253,67.17727652,0.204083,0.02076872657017545,SN
ZTF19aceqjqw,19.78,13.04437141,0.15939695755089814,0.02076872657017545,SN
ZTF19aceqvhl,19.6917,54.63795104,0.15939695755089814,0.02076872657017545,SN
ZTF19acfuzwh,19.8025,65.10520441,0.15939695755089814,0.058091711,SN
ZTF19acjtlxe,19.259789,42.90158584,0.15939695755089814,0.088132069,SN
ZTF19acjtpqd,18.911663,16.90362394,0.365839,0.02076872657017545,SN
ZTF19ackjjwf,19.416801,53.72456537,0.204018,0.285796946,SN
